NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
GLO1	1	ENSG00000124767	
PHF21A	1	ENSG00000135365	
STIP1	1	ENSG00000168439	
ZNF549	1	ENSG00000121406	
ZNF548	1	ENSG00000188785	
ZNF547	1	ENSG00000152433	
ZNF546	1	ENSG00000187187	
SLC15A3	1	ENSG00000110446	
ZNF544	1	ENSG00000198131	
KIAA0319	1	ENSG00000137261	
SLC15A4	1	ENSG00000139370	
ZNF543	1	ENSG00000178229	
IMPG2	1	ENSG00000081148	
ZNF541	1	ENSG00000118156	
ZNF540	1	ENSG00000171817	
GLMN	1	ENSG00000174842	
ADAMTSL4-AS1	1	ENSG00000203804	
CYBRD1	1	ENSG00000071967	
GLMP	1	ENSG00000198715	
ADAMTSL4-AS2	1	ENSG00000237781	
HOPX	1	ENSG00000171476	
CHERP	1	ENSG00000085872	
BRWD1-AS2	1	ENSG00000255568	
YEATS2	1	ENSG00000163872	
RIOX1	1	ENSG00000170468	
RIOX2	1	ENSG00000170854	
RLN2	1	ENSG00000107014	
SPIRE2	1	ENSG00000204991	
SPIRE1	1	ENSG00000134278	
RLN1	1	ENSG00000107018	
EFHB	1	ENSG00000163576	
ZNF532	1	ENSG00000074657	
ZNF530	1	ENSG00000183647	
PRR29-AS1	1	ENSG00000264954	
KIAA1671	1	ENSG00000197077	
SMC5-AS1	1	ENSG00000268364	
PPP6C	1	ENSG00000119414	
INSL6	1	ENSG00000120210	
SART1	1	ENSG00000175467	
SART3	1	ENSG00000075856	
GM2A	1	ENSG00000196743	
ZNF529	1	ENSG00000186020	
ZNF528	1	ENSG00000167555	
SLC26A4-AS1	1	ENSG00000233705	
ZNF527	1	ENSG00000189164	
ZNF526	1	ENSG00000167625	
ZNF525	1	ENSG00000203326	
ZNF524	1	ENSG00000171443	
INSL3	1	ENSG00000248099	
C19orf73	1	ENSG00000221916	
C19orf71	1	ENSG00000183397	
SORD	1	ENSG00000140263	
HMGN3-AS1	1	ENSG00000270362	
LCA5L	1	ENSG00000157578	
SARS1	1	ENSG00000031698	
SARS2	1	ENSG00000104835	
ZNF519	1	ENSG00000175322	
ZNF517	1	ENSG00000197363	
ZNF516	1	ENSG00000101493	
ZNF514	1	ENSG00000144026	
ZNF513	1	ENSG00000163795	
ZNF512	1	ENSG00000243943	
SOS1	1	ENSG00000115904	
SMPDL3B	1	ENSG00000130768	
ZNF511	1	ENSG00000198546	
ZNF510	1	ENSG00000081386	
SOS2	1	ENSG00000100485	
SMPDL3A	1	ENSG00000172594	
C19orf84	1	ENSG00000262874	
E2F3P2	1	ENSG00000203435	
C19orf81	1	ENSG00000235034	
E2F3P1	1	ENSG00000267046	
GLS2	1	ENSG00000135423	
GLRX	1	ENSG00000173221	
DENND10P1	1	ENSG00000221930	
BACH1-IT2	1	ENSG00000228817	
KIAA0355	1	ENSG00000166398	
ZNF507	1	ENSG00000168813	
ZNF506	1	ENSG00000081665	
ZNF503	1	ENSG00000165655	
ZNF502	1	ENSG00000196653	
ZNF501	1	ENSG00000186446	
ZNF500	1	ENSG00000103199	
SKOR1	1	ENSG00000188779	
IRX5	1	ENSG00000176842	
PLCL1	1	ENSG00000115896	
EFL1	1	ENSG00000140598	
PLCL2	1	ENSG00000154822	
CUL4A	1	ENSG00000139842	
PFKL	1	ENSG00000141959	
MARCKS	1	ENSG00000277443	
INSM1	1	ENSG00000173404	
PFKM	1	ENSG00000152556	
PFKP	1	ENSG00000067057	
CUL4B	1	ENSG00000158290	
GLTP	1	ENSG00000139433	
SYNJ2BP-COX16	1	ENSG00000258644	
ARL6IP1	1	ENSG00000170540	
TTLL10	1	ENSG00000162571	
DDX60L	1	ENSG00000181381	
COX17P1	1	ENSG00000205105	
C19orf25	1	ENSG00000119559	
LRMDA	1	ENSG00000148655	
ZNF609	1	ENSG00000180357	
ZNF608	1	ENSG00000168916	
ZNF607	1	ENSG00000198182	
RUSC2	1	ENSG00000198853	
RUSC1	1	ENSG00000160753	
ZNF606	1	ENSG00000166704	
CHEK2	1	ENSG00000183765	
ZNF605	1	ENSG00000196458	
CHEK1	1	ENSG00000149554	
ARL6IP5	1	ENSG00000144746	
ARL6IP4	1	ENSG00000182196	
SOX8	1	ENSG00000005513	
ZNF600	1	ENSG00000189190	
SOX6	1	ENSG00000110693	
GLUL	1	ENSG00000135821	
SOX7	1	ENSG00000171056	
SOX4	1	ENSG00000124766	
SOX5	1	ENSG00000134532	
ARL6IP6	1	ENSG00000177917	
JMJD4	1	ENSG00000081692	
RECQL	1	ENSG00000004700	
C19orf38	1	ENSG00000214212	
JMJD7	1	ENSG00000243789	
JMJD8	1	ENSG00000161999	
C19orf33	1	ENSG00000167644	
JMJD6	1	ENSG00000070495	
AC009779.3	1	ENSG00000258056	
SHLD2P1	1	ENSG00000165874	
ZNRD2-AS1	1	ENSG00000260233	
SHLD2P3	1	ENSG00000189014	
PFN4	1	ENSG00000176732	
TTLL11	1	ENSG00000175764	
TTLL12	1	ENSG00000100304	
PFN1	1	ENSG00000108518	
PFN2	1	ENSG00000070087	
TMEM161B	1	ENSG00000164180	
TMEM161A	1	ENSG00000064545	
C19orf48	1	ENSG00000167747	
C19orf44	1	ENSG00000105072	
C19orf47	1	ENSG00000160392	
MIPEPP3	1	ENSG00000233325	
CARMIL1	1	ENSG00000079691	
FIS1	1	ENSG00000214253	
CARMIL2	1	ENSG00000159753	
C19orf54	1	ENSG00000188493	
C19orf53	1	ENSG00000104979	
CARMIL3	1	ENSG00000186648	
CARD11-AS1	1	ENSG00000237286	
SS18L1	1	ENSG00000184402	
SS18L2	1	ENSG00000008324	
ZWINT	1	ENSG00000122952	
C19orf57	1	ENSG00000132016	
OCLM	1	ENSG00000262180	
OCLN	1	ENSG00000197822	
CREBRF	1	ENSG00000164463	
CC2D1A	1	ENSG00000132024	
IQANK1	1	ENSG00000203499	
CC2D1B	1	ENSG00000154222	
ANKRD44-AS1	1	ENSG00000231621	
CCHCR1	1	ENSG00000204536	
CC2D2A	1	ENSG00000048342	
CC2D2B	1	ENSG00000188649	
TOMM70	1	ENSG00000154174	
PACRG	1	ENSG00000112530	
INSRR	1	ENSG00000027644	
CLLU1OS	1	ENSG00000205057	
C1QTNF3-AMACR	1	ENSG00000273294	
PACS2	1	ENSG00000179364	
PACS1	1	ENSG00000175115	
MPPED2	1	ENSG00000066382	
DCP2	1	ENSG00000172795	
TOMM40	1	ENSG00000130204	
ARNTL	1	ENSG00000133794	
ZNF137P	1	ENSG00000123870	
APOBEC3B-AS1	1	ENSG00000249310	
DCPS	1	ENSG00000110063	
CA12	1	ENSG00000074410	
CACNA1C-AS2	1	ENSG00000256271	
CA11	1	ENSG00000063180	
ARNT2	1	ENSG00000172379	
CACNA1C-AS1	1	ENSG00000246627	
C19orf18	1	ENSG00000177025	
KRT10	1	ENSG00000186395	
C19orf12	1	ENSG00000131943	
KMT2E-AS1	1	ENSG00000239569	
KRT18	1	ENSG00000111057	
KRT15	1	ENSG00000171346	
TRIP10	1	ENSG00000125733	
TRIP11	1	ENSG00000100815	
TRIP12	1	ENSG00000153827	
TRIP13	1	ENSG00000071539	
MIR6891	1	ENSG00000277402	
PIK3IP1-AS1	1	ENSG00000228839	
NUCKS1	1	ENSG00000069275	
TOMM20	1	ENSG00000173726	
TOMM22	1	ENSG00000100216	
OIP5-AS1	1	ENSG00000247556	
CMTR1	1	ENSG00000137200	
CA14	1	ENSG00000118298	
CMTR2	1	ENSG00000180917	
CA13	1	ENSG00000185015	
RNA5SP82	1	ENSG00000252516	
TOMM34	1	ENSG00000025772	
KRT79	1	ENSG00000185640	
TSC2	1	ENSG00000103197	
OCRL	1	ENSG00000122126	
TSC1	1	ENSG00000165699	
KRT73	1	ENSG00000186049	
KRT72	1	ENSG00000170486	
ALDH3A2	1	ENSG00000072210	
DCTD	1	ENSG00000129187	
ALDH3A1	1	ENSG00000108602	
FIZ1	1	ENSG00000179943	
ISCU	1	ENSG00000136003	
NACA3P	1	ENSG00000121089	
ALDH3B1	1	ENSG00000006534	
COBLL1	1	ENSG00000082438	
RIPK1	1	ENSG00000137275	
PSMA3-AS1	1	ENSG00000257621	
ANKZF1	1	ENSG00000163516	
ENKD1	1	ENSG00000124074	
BTNL9	1	ENSG00000165810	
ACBD7	1	ENSG00000176244	
NACA4P	1	ENSG00000228224	
OR10K1	1	ENSG00000173285	
ACBD6	1	ENSG00000230124	
MRTFA-AS1	1	ENSG00000232564	
ACBD5	1	ENSG00000107897	
ACBD4	1	ENSG00000181513	
MRGBP	1	ENSG00000101189	
ACBD3	1	ENSG00000182827	
CREBZF	1	ENSG00000137504	
SCYL3	1	ENSG00000000457	
HPF1	1	ENSG00000056050	
CA5B	1	ENSG00000169239	
CA5A	1	ENSG00000174990	
KYNU	1	ENSG00000115919	
NAPRT	1	ENSG00000147813	
GAS6-AS1	1	ENSG00000233695	
SPEG	1	ENSG00000072195	
SCYL2	1	ENSG00000136021	
SCYL1	1	ENSG00000142186	
TSFM	1	ENSG00000123297	
JAGN1	1	ENSG00000171135	
DCXR	1	ENSG00000169738	
HPDL	1	ENSG00000186603	
HSH2D	1	ENSG00000196684	
LUC7L3	1	ENSG00000108848	
PXYLP1	1	ENSG00000155893	
PRTFDC1	1	ENSG00000099256	
ITGB3BP	1	ENSG00000142856	
LUC7L2	1	ENSG00000146963	
SASH3	1	ENSG00000122122	
U2AF1L5	1	ENSG00000275895	
KRT81	1	ENSG00000205426	
HPGD	1	ENSG00000164120	
TUFT1	1	ENSG00000143367	
TSIX	1	ENSG00000270641	
SPG7	1	ENSG00000197912	
U2AF1L4	1	ENSG00000161265	
GMDS	1	ENSG00000112699	
SASH1	1	ENSG00000111961	
SPEN	1	ENSG00000065526	
CMTM7	1	ENSG00000153551	
CMTM8	1	ENSG00000170293	
CMTM3	1	ENSG00000140931	
CMTM4	1	ENSG00000183723	
CMTM6	1	ENSG00000091317	
PDE4DIP	1	ENSG00000178104	
GDAP1	1	ENSG00000104381	
TSHR	1	ENSG00000165409	
GDAP2	1	ENSG00000196505	
TICRR	1	ENSG00000140534	
RMC1	1	ENSG00000141452	
CMTM1	1	ENSG00000089505	
CMTM2	1	ENSG00000140932	
TSKS	1	ENSG00000126467	
MT-TQ	1	ENSG00000210107	
MT-TP	1	ENSG00000210196	
SPI1	1	ENSG00000066336	
GMFB	1	ENSG00000197045	
MT-TN	1	ENSG00000210135	
MT-TT	1	ENSG00000210195	
GMFG	1	ENSG00000130755	
MT-TY	1	ENSG00000210144	
MT-TV	1	ENSG00000210077	
ISM1	1	ENSG00000101230	
RPL13AP25	1	ENSG00000136149	
TSKU	1	ENSG00000182704	
ANAPC1P1	1	ENSG00000233673	
SPIB	1	ENSG00000269404	
KIAA1109	1	ENSG00000138688	
RAVER1	1	ENSG00000161847	
RAVER2	1	ENSG00000162437	
MTERF1	1	ENSG00000127989	
MLYCD	1	ENSG00000103150	
GTSE1	1	ENSG00000075218	
ARPIN	1	ENSG00000242498	
ZNF271P	1	ENSG00000257267	
RBMS3-AS2	1	ENSG00000203506	
MT-TA	1	ENSG00000210127	
ISL2	1	ENSG00000159556	
RPL13AP20	1	ENSG00000234498	
MT-TE	1	ENSG00000210194	
MT-TD	1	ENSG00000210154	
CTAGE4	1	ENSG00000225932	
TMEM126A	1	ENSG00000171202	
MT-TI	1	ENSG00000210100	
MT-TH	1	ENSG00000210176	
CTAGE8	1	ENSG00000244693	
OBSCN-AS1	1	ENSG00000162913	
TMEM126B	1	ENSG00000171204	
CTAGE6	1	ENSG00000271321	
MT-TM	1	ENSG00000210112	
GTSF1	1	ENSG00000170627	
MT-TK	1	ENSG00000210156	
NLRX1	1	ENSG00000160703	
BAZ2A	1	ENSG00000076108	
BAZ2B	1	ENSG00000123636	
PLA2G6	1	ENSG00000184381	
PLA2G7	1	ENSG00000146070	
RHOT2	1	ENSG00000140983	
RHOT1	1	ENSG00000126858	
AFMID	1	ENSG00000183077	
POM121L7P	1	ENSG00000239511	
PRELID3A	1	ENSG00000141391	
PRELID3B	1	ENSG00000101166	
TSLP	1	ENSG00000145777	
CCZ1B	1	ENSG00000146574	
MTERF3	1	ENSG00000156469	
MTERF2	1	ENSG00000120832	
MTERF4	1	ENSG00000122085	
CYP4F8	1	ENSG00000186526	
FOXL2NB	1	ENSG00000206262	
MATN1-AS1	1	ENSG00000186056	
ZNF497	1	ENSG00000174586	
ZNF496	1	ENSG00000162714	
NUDT4B	1	ENSG00000177144	
ANXA8L1	1	ENSG00000264230	
ZNF493	1	ENSG00000196268	
ZNF492	1	ENSG00000229676	
ZNF491	1	ENSG00000177599	
ZNF490	1	ENSG00000188033	
DDX12P	1	ENSG00000214826	
MED19	1	ENSG00000156603	
OSBPL11	1	ENSG00000144909	
MED16	1	ENSG00000175221	
MED15	1	ENSG00000099917	
MED18	1	ENSG00000130772	
MED17	1	ENSG00000042429	
DDA1	1	ENSG00000130311	
OSBPL10	1	ENSG00000144645	
MECP2	1	ENSG00000169057	
MED12	1	ENSG00000184634	
MED11	1	ENSG00000161920	
MED14	1	ENSG00000180182	
MED13	1	ENSG00000108510	
TIFAB	1	ENSG00000255833	
MED10	1	ENSG00000133398	
TSPO	1	ENSG00000100300	
BMERB1	1	ENSG00000166780	
ZNF488	1	ENSG00000265763	
ZNF487	1	ENSG00000243660	
ZNF486	1	ENSG00000256229	
ZNF485	1	ENSG00000198298	
ZNF484	1	ENSG00000127081	
ZNF483	1	ENSG00000173258	
RMI2	1	ENSG00000175643	
CNOT6L	1	ENSG00000138767	
RMI1	1	ENSG00000178966	
ZNF480	1	ENSG00000198464	
KIAA1143	1	ENSG00000163807	
ERVE-1	1	ENSG00000267259	
JOSD2	1	ENSG00000161677	
BAZ1A	1	ENSG00000198604	
BAZ1B	1	ENSG00000009954	
GMIP	1	ENSG00000089639	
JOSD1	1	ENSG00000100221	
MED27	1	ENSG00000160563	
MED26	1	ENSG00000105085	
MED29	1	ENSG00000063322	
PGM2L1	1	ENSG00000165434	
MED28	1	ENSG00000118579	
DDB2	1	ENSG00000134574	
MED23	1	ENSG00000112282	
DDB1	1	ENSG00000167986	
MED22	1	ENSG00000148297	
MED25	1	ENSG00000104973	
MED24	1	ENSG00000008838	
NSFP1	1	ENSG00000260075	
INCENP	1	ENSG00000149503	
MED21	1	ENSG00000152944	
JMJD7-PLA2G4B	1	ENSG00000168970	
MED20	1	ENSG00000124641	
AC093249.6	1	ENSG00000261840	
ZNF474	1	ENSG00000164185	
ZNF473	1	ENSG00000142528	
ZSWIM1	1	ENSG00000168612	
ZNF471	1	ENSG00000196263	
ZNF470	1	ENSG00000197016	
TSR3	1	ENSG00000007520	
ODC1	1	ENSG00000115758	
SOCS5P4	1	ENSG00000227536	
LNCOG	1	ENSG00000257219	
ABCB11	1	ENSG00000073734	
MIR4800	1	ENSG00000284276	
SPP1	1	ENSG00000118785	
SPOP	1	ENSG00000121067	
ZSWIM8	1	ENSG00000214655	
SPP2	1	ENSG00000072080	
ZSWIM9	1	ENSG00000185453	
ZSWIM6	1	ENSG00000130449	
ZNF469	1	ENSG00000225614	
ZNF468	1	ENSG00000204604	
ZSWIM7	1	ENSG00000214941	
ZSWIM4	1	ENSG00000132003	
ZNF467	1	ENSG00000181444	
ZSWIM5	1	ENSG00000162415	
ZSWIM3	1	ENSG00000132801	
GNAS-AS1	1	ENSG00000235590	
ZNF462	1	ENSG00000148143	
ZNF461	1	ENSG00000197808	
ZNF460	1	ENSG00000197714	
NUDT22	1	ENSG00000149761	
NUDT21	1	ENSG00000167005	
ABCB10	1	ENSG00000135776	
TAOK3	1	ENSG00000135090	
SLCO3A1	1	ENSG00000176463	
TAOK1	1	ENSG00000160551	
TAOK2	1	ENSG00000149930	
TSR2	1	ENSG00000158526	
OR2A20P	1	ENSG00000170356	
GAPLINC	1	ENSG00000266835	
TSR1	1	ENSG00000167721	
ZNF454	1	ENSG00000178187	
ZNF451	1	ENSG00000112200	
DMBT1P1	1	ENSG00000176584	
OLFML2B	1	ENSG00000162745	
CASC9	1	ENSG00000249395	
NAB1	1	ENSG00000138386	
CASC6	1	ENSG00000224944	
GMNN	1	ENSG00000112312	
NAB2	1	ENSG00000166886	
CASC4	1	ENSG00000166734	
MPV17L2	1	ENSG00000254858	
CASC2	1	ENSG00000177640	
CASC3	1	ENSG00000108349	
OLFML2A	1	ENSG00000185585	
NUDT11	1	ENSG00000196368	
NUDT10	1	ENSG00000122824	
HMGB1P8	1	ENSG00000259699	
ZNF449	1	ENSG00000173275	
NUDT19	1	ENSG00000213965	
EIF2AK3-DT	1	ENSG00000234028	
HMGB1P3	1	ENSG00000250011	
NUDT18	1	ENSG00000275074	
NUDT17	1	ENSG00000186364	
HMGB1P6	1	ENSG00000259781	
ZNF446	1	ENSG00000083838	
HMGB1P5	1	ENSG00000132967	
NUDT16	1	ENSG00000198585	
MTPAP	1	ENSG00000107951	
NUDT15	1	ENSG00000136159	
ZNF445	1	ENSG00000185219	
ZNF444	1	ENSG00000167685	
NUDT14	1	ENSG00000183828	
NUDT13	1	ENSG00000166321	
ZNF443	1	ENSG00000180855	
NUDT12	1	ENSG00000112874	
ZNF442	1	ENSG00000198342	
ZNF441	1	ENSG00000197044	
ZNF440	1	ENSG00000171295	
IST1	1	ENSG00000182149	
ODCP	1	ENSG00000244556	
GCSHP5	1	ENSG00000224837	
ZCRB1	1	ENSG00000139168	
GCSHP3	1	ENSG00000237580	
CASD1	1	ENSG00000127995	
METTL21EP	1	ENSG00000250878	
NAAA	1	ENSG00000138744	
ZNF439	1	ENSG00000171291	
ZNF438	1	ENSG00000183621	
ZNF436	1	ENSG00000125945	
PLA2R1	1	ENSG00000153246	
ZNF433	1	ENSG00000197647	
ZNF432	1	ENSG00000256087	
ZNF431	1	ENSG00000196705	
ZNF430	1	ENSG00000118620	
SPATA9	1	ENSG00000145757	
SMYD5	1	ENSG00000135632	
TMEM121B	1	ENSG00000183307	
SPATA1	1	ENSG00000122432	
GMPS	1	ENSG00000163655	
GMPR	1	ENSG00000137198	
SPATA2	1	ENSG00000158480	
RBM5-AS1	1	ENSG00000281691	
SPATA5	1	ENSG00000145375	
SPATA6	1	ENSG00000132122	
MED30	1	ENSG00000164758	
ZNF429	1	ENSG00000197013	
MED31	1	ENSG00000108590	
ZNF428	1	ENSG00000131116	
PGK1	1	ENSG00000102144	
SMYD2	1	ENSG00000143499	
ZNF426	1	ENSG00000130818	
BRIX1	1	ENSG00000113460	
SMYD4	1	ENSG00000186532	
ZNF425	1	ENSG00000204947	
NAE1	1	ENSG00000159593	
SMYD3	1	ENSG00000185420	
NADK	1	ENSG00000008130	
AC103740.1	1	ENSG00000259370	
ZNF420	1	ENSG00000197050	
ALG1L2	1	ENSG00000251287	
TMEM120B	1	ENSG00000188735	
ODF2	1	ENSG00000136811	
TMEM120A	1	ENSG00000189077	
HPS1	1	ENSG00000107521	
HPS4	1	ENSG00000100099	
RABL2A	1	ENSG00000144134	
RABL2B	1	ENSG00000079974	
HPS3	1	ENSG00000163755	
TNK2-AS1	1	ENSG00000224614	
HPS6	1	ENSG00000166189	
ARPC4	1	ENSG00000241553	
HPS5	1	ENSG00000110756	
ARPC5	1	ENSG00000162704	
ARPC2	1	ENSG00000163466	
ZNF419	1	ENSG00000105136	
ARPC3	1	ENSG00000111229	
NACA	1	ENSG00000196531	
ZNF418	1	ENSG00000196724	
ZNF417	1	ENSG00000173480	
ZNF416	1	ENSG00000083817	
ZNF415	1	ENSG00000170954	
ZNF414	1	ENSG00000133250	
HPSE	1	ENSG00000173083	
OSBPL1A	1	ENSG00000141447	
ZNF410	1	ENSG00000119725	
MIPEP	1	ENSG00000027001	
ITGB1	1	ENSG00000150093	
ISY1	1	ENSG00000240682	
NFYC-AS1	1	ENSG00000272145	
GPR89A	1	ENSG00000117262	
CIITA	1	ENSG00000179583	
ITGAM	1	ENSG00000169896	
ITGB5	1	ENSG00000082781	
NUMA1	1	ENSG00000137497	
ITGB4	1	ENSG00000132470	
ITGB3	1	ENSG00000259207	
ITGB2	1	ENSG00000160255	
ECI2-DT	1	ENSG00000234817	
ITGAE	1	ENSG00000083457	
ITGAL	1	ENSG00000005844	
ELFN2	1	ENSG00000166897	
GPR89B	1	ENSG00000188092	
ELFN1	1	ENSG00000225968	
NKPD1	1	ENSG00000179846	
ZNRD1	1	ENSG00000066379	
ZNRD2	1	ENSG00000173465	
ZNF408	1	ENSG00000175213	
DDI2	1	ENSG00000197312	
ZNF407	1	ENSG00000215421	
PGM3	1	ENSG00000013375	
ITGAX	1	ENSG00000140678	
ITGB8	1	ENSG00000105855	
PGM2	1	ENSG00000169299	
ZNF404	1	ENSG00000176222	
ITGAV	1	ENSG00000138448	
ITGB7	1	ENSG00000139626	
PGM5	1	ENSG00000154330	
PGLS	1	ENSG00000130313	
YAF2	1	ENSG00000015153	
PGM1	1	ENSG00000079739	
RMRP	2	ENSG00000269900:ENSG00000277027	
ITGA4	1	ENSG00000115232	
TMEM255B	1	ENSG00000184497	
ITGA3	1	ENSG00000005884	
TMEM255A	1	ENSG00000125355	
CEACAMP3	1	ENSG00000239736	
ITGA2	1	ENSG00000164171	
ITGA1	1	ENSG00000213949	
STXBP5-AS1	1	ENSG00000233452	
AHSA1	1	ENSG00000100591	
TFIP11	1	ENSG00000100109	
SPTB	1	ENSG00000070182	
Z83847.1	1	ENSG00000261202	
RRM2B	1	ENSG00000048392	
ADORA2A	1	ENSG00000128271	
ITGAD	1	ENSG00000156886	
ADORA2B	1	ENSG00000170425	
SPATC1	1	ENSG00000186583	
ITGA8	1	ENSG00000077943	
ITGA7	1	ENSG00000135424	
ITGA6	1	ENSG00000091409	
NAF1	1	ENSG00000145414	
ITGA5	1	ENSG00000161638	
YAE1	1	ENSG00000241127	
ITGA9	1	ENSG00000144668	
BECN1	1	ENSG00000126581	
ROCK1	1	ENSG00000067900	
ROCK2	1	ENSG00000134318	
PPT2-EGFL8	1	ENSG00000258388	
FOXRED1	1	ENSG00000110074	
FOXRED2	1	ENSG00000100350	
ZNRF1	1	ENSG00000186187	
ZNRF2	1	ENSG00000180233	
ZNRF3	1	ENSG00000183579	
CCDC85C	1	ENSG00000205476	
CCDC85B	1	ENSG00000175602	
MROH7-TTC4	1	ENSG00000271723	
FEM1C	1	ENSG00000145780	
TM4SF19-AS1	1	ENSG00000235897	
POLR2J3	2	ENSG00000168255:ENSG00000285437	
POLR2J4	2	ENSG00000214783:ENSG00000272655	
POLR2J2	1	ENSG00000228049	
FEM1A	1	ENSG00000141965	
FEM1B	1	ENSG00000169018	
NAGA	1	ENSG00000198951	
NAGK	1	ENSG00000124357	
GPR89P	1	ENSG00000216915	
POU2AF1	1	ENSG00000110777	
NAGS	1	ENSG00000161653	
CAHM	1	ENSG00000270419	
KRT42P	1	ENSG00000214514	
LDLRAD3	1	ENSG00000179241	
LDLRAD4	1	ENSG00000168675	
CCDC102A	1	ENSG00000135736	
CCDC102B	1	ENSG00000150636	
SNRPD2	1	ENSG00000125743	
SNRPD1	1	ENSG00000167088	
SNRPD3	1	ENSG00000100028	
SPA17	1	ENSG00000064199	
TBC1D22A	1	ENSG00000054611	
TBC1D22B	1	ENSG00000065491	
OR56B2P	1	ENSG00000181017	
FAM76B	1	ENSG00000077458	
FAM76A	1	ENSG00000009780	
NAIP	1	ENSG00000249437	
NUMBL	1	ENSG00000105245	
TBC1D9B	1	ENSG00000197226	
GGNBP2	1	ENSG00000278311	
GMDS-DT	1	ENSG00000250903	
GSPT2	1	ENSG00000189369	
GSPT1	1	ENSG00000103342	
PGS1	1	ENSG00000087157	
SEC14L2	1	ENSG00000100003	
BRIP1	1	ENSG00000136492	
SEC14L1	1	ENSG00000129657	
SEC14L6	1	ENSG00000214491	
SEC14L4	1	ENSG00000133488	
SEC14L5	1	ENSG00000103184	
TBC1D8B	1	ENSG00000133138	
MIR1915HG	1	ENSG00000204682	
EGR1	1	ENSG00000120738	
TSPEAR-AS2	1	ENSG00000182912	
EGR2	1	ENSG00000122877	
EGR3	1	ENSG00000179388	
EGR4	1	ENSG00000135625	
FAM78B	1	ENSG00000188859	
FAM78A	1	ENSG00000126882	
NBPF2P	1	ENSG00000227001	
WDYHV1	1	ENSG00000156795	
SIGLEC17P	1	ENSG00000171101	
TSPEAR-AS1	1	ENSG00000235890	
EPRS1	1	ENSG00000136628	
CALU	1	ENSG00000128595	
CALR	1	ENSG00000179218	
DDR1	1	ENSG00000204580	
CDC37L1-DT	1	ENSG00000273061	
NAT10	1	ENSG00000135372	
NBPF20	1	ENSG00000162825	
NAT14	1	ENSG00000090971	
NBPF26	1	ENSG00000273136	
NANP	1	ENSG00000170191	
MAP1LC3B	1	ENSG00000140941	
MAP1LC3A	1	ENSG00000101460	
ODR4	1	ENSG00000157181	
NEDD8-MDP1	1	ENSG00000255526	
MIS18BP1	1	ENSG00000129534	
MAP1LC3C	1	ENSG00000197769	
CHAMP1	1	ENSG00000198824	
NANS	1	ENSG00000095380	
HTATIP2	1	ENSG00000109854	
CAP1	1	ENSG00000131236	
AC002316.1	1	ENSG00000132359	
NBPF10	1	ENSG00000271425	
NBPF12	1	ENSG00000268043	
NBPF11	1	ENSG00000263956	
NBPF14	1	ENSG00000270629	
NBPF15	1	ENSG00000266338	
NBPF19	1	ENSG00000271383	
CANX	1	ENSG00000127022	
MFGE8	1	ENSG00000140545	
FJX1	1	ENSG00000179431	
DDR2	1	ENSG00000162733	
NAPA	1	ENSG00000105402	
YAP1	1	ENSG00000137693	
NAPB	1	ENSG00000125814	
GNAI3	1	ENSG00000065135	
CAPG	1	ENSG00000042493	
GNAI1	1	ENSG00000127955	
NAPG	1	ENSG00000134265	
GNAI2	1	ENSG00000114353	
PNMA1	1	ENSG00000176903	
EPS15	1	ENSG00000085832	
CAP2	1	ENSG00000112186	
GABBR1	1	ENSG00000204681	
DDTL	1	ENSG00000099974	
TTC1	1	ENSG00000113312	
PNMA3	1	ENSG00000183837	
PNMA2	1	ENSG00000240694	
NAPA-AS1	1	ENSG00000268061	
TTC9	1	ENSG00000133985	
ITCH	1	ENSG00000078747	
TTC8	1	ENSG00000165533	
TBC1D3K	1	ENSG00000273513	
TBC1D3L	1	ENSG00000274512	
TTC5	1	ENSG00000136319	
TTC4	1	ENSG00000243725	
TTC3	1	ENSG00000182670	
RTN4IP1	1	ENSG00000130347	
CAPS	1	ENSG00000105519	
NARF	1	ENSG00000141562	
PAGE5	1	ENSG00000158639	
TBC1D29P	1	ENSG00000266733	
TBC1D3B	1	ENSG00000274808	
ZNF667-AS1	1	ENSG00000166770	
TBC1D3F	1	ENSG00000275954	
MSMO1	1	ENSG00000052802	
TTF2	1	ENSG00000116830	
TBC1D3D	1	ENSG00000274419	
TTF1	1	ENSG00000125482	
YARS1	1	ENSG00000134684	
TBC1D3I	1	ENSG00000274933	
CARF	1	ENSG00000138380	
YARS2	1	ENSG00000139131	
SNORD19	1	ENSG00000212493	
AKR7A2	1	ENSG00000053371	
SNORD17	1	ENSG00000212232	
AKR7A3	1	ENSG00000162482	
TBC1D31	1	ENSG00000156787	
TBC1D32	1	ENSG00000146350	
TBC1D30	1	ENSG00000111490	
SNORD10	1	ENSG00000238917	
CAST	1	ENSG00000153113	
CASR	1	ENSG00000036828	
CASK	1	ENSG00000147044	
CDKAL1	1	ENSG00000145996	
TBC1D2B	1	ENSG00000167202	
TBC1D20	1	ENSG00000125875	
WDFY1	1	ENSG00000085449	
TBC1D24	1	ENSG00000162065	
TBC1D25	1	ENSG00000068354	
WDFY3	1	ENSG00000163625	
TBC1D23	1	ENSG00000036054	
WDFY2	1	ENSG00000139668	
TSNARE1	1	ENSG00000171045	
CARS1	1	ENSG00000110619	
WDFY4	1	ENSG00000128815	
CARS2	1	ENSG00000134905	
